Defined Class,Method ID,Line Number,Path
#<Class:ActiveRecord::DynamicMatchers::Method>,pattern,37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/dynamic_matchers.rb
#<Class:ActiveRecord::DynamicMatchers::Method>,pattern,37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/dynamic_matchers.rb
#<Class:ActiveRecord::DynamicMatchers::Method>,pattern,37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/dynamic_matchers.rb
#<Class:ActiveRecord::DynamicMatchers::Method>,pattern,37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/dynamic_matchers.rb
#<Class:ActiveRecord::DynamicMatchers::Method>,pattern,37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/dynamic_matchers.rb
#<Class:ActiveRecord::DynamicMatchers::Method>,pattern,37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/dynamic_matchers.rb
#<Class:ActiveRecord::DynamicMatchers::Method>,pattern,37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/dynamic_matchers.rb
ActiveModel::AttributeMethods::ClassMethods,generated_attribute_methods,327,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activemodel-4.0.4/lib/active_model/attribute_methods.rb
ActiveModel::AttributeMethods::ClassMethods,define_proxy_call,366,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activemodel-4.0.4/lib/active_model/attribute_methods.rb
ActiveModel::AttributeMethods::ClassMethods::AttributeMethodMatcher,method_name,414,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activemodel-4.0.4/lib/active_model/attribute_methods.rb
ActiveRecord::AttributeMethods::ClassMethods,instance_method_already_implemented?,80,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/attribute_methods.rb
ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods,dangerous_attribute_method?,57,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/attribute_methods/primary_key.rb
ActiveRecord::AttributeMethods::ClassMethods,dangerous_attribute_method?,97,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/attribute_methods.rb
ActiveRecord::AttributeMethods::ClassMethods,method_defined_within?,101,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/attribute_methods.rb
ActiveModel::AttributeMethods::ClassMethods,instance_method_already_implemented?,334,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activemodel-4.0.4/lib/active_model/attribute_methods.rb
ActiveModel::AttributeMethods::ClassMethods,generated_attribute_methods,327,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activemodel-4.0.4/lib/active_model/attribute_methods.rb
