Defined Class,Method ID,Line Number,Path
ActiveSupport::Cache::Strategy::LocalCache::Middleware,call,81,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/cache/strategy/local_cache.rb
ActiveSupport::Cache::Strategy::LocalCache::LocalStore,initialize,31,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/cache/strategy/local_cache.rb
ActiveSupport::Cache::Store,initialize,165,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/cache.rb
#<Class:ActiveSupport::Cache::Strategy::LocalCache::LocalCacheRegistry>,set_cache_for,82,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/cache/strategy/local_cache.rb
ActiveSupport::PerThreadRegistry,per_thread_registry_instance,48,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/per_thread_registry.rb
ActiveSupport::Cache::Strategy::LocalCache::LocalCacheRegistry,set_cache_for,23,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/cache/strategy/local_cache.rb
Rack::Runtime,call,15,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/runtime.rb
Rack::MethodOverride,call,12,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/methodoverride.rb
Rack::MethodOverride,method_override,24,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/methodoverride.rb
Rack::Request,initialize,20,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,POST,196,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,form_data?,170,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,media_type,46,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,content_type,31,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,content_type,31,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,parse_multipart,376,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
#<Class:Rack::Multipart>,parse_multipart,24,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/multipart.rb
Rack::Multipart::Parser,initialize,8,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/multipart/parser.rb
Rack::Multipart::Parser,parse,12,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/multipart/parser.rb
Rack::Multipart::Parser,setup_parse,43,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/multipart/parser.rb
Rack::Request,parse_query,372,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Utils,parse_nested_query,90,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,initialize,505,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils,unescape,41,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
#<Class:URI>,decode_www_form_component,900,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/uri/common.rb
Rack::Utils,unescape,41,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
#<Class:URI>,decode_www_form_component,900,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/uri/common.rb
Rack::Utils,normalize_params,103,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,[]=,515,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils,unescape,41,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
#<Class:URI>,decode_www_form_component,900,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/uri/common.rb
Rack::Utils,unescape,41,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
#<Class:URI>,decode_www_form_component,900,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/uri/common.rb
Rack::Utils,normalize_params,103,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,[]=,515,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils,unescape,41,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
#<Class:URI>,decode_www_form_component,900,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/uri/common.rb
Rack::Utils,unescape,41,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
#<Class:URI>,decode_www_form_component,900,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/uri/common.rb
Rack::Utils,normalize_params,103,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,[],511,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,initialize,505,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,[]=,515,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,[],511,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils,params_hash_type?,135,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,[],511,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils,normalize_params,103,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,[]=,515,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,[]=,515,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils,unescape,41,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
#<Class:URI>,decode_www_form_component,900,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/uri/common.rb
Rack::Utils,unescape,41,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
#<Class:URI>,decode_www_form_component,900,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/uri/common.rb
Rack::Utils,normalize_params,103,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,[],511,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,[],511,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils,params_hash_type?,135,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,[],511,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils,normalize_params,103,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,[]=,515,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,[]=,515,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils,unescape,41,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
#<Class:URI>,decode_www_form_component,900,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/uri/common.rb
Rack::Utils,unescape,41,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
#<Class:URI>,decode_www_form_component,900,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/uri/common.rb
Rack::Utils,normalize_params,103,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,[]=,515,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,to_params_hash,525,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
Rack::Utils::KeySpaceConstrainedParams,to_params_hash,525,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/utils.rb
ActionDispatch::RequestId,call,19,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/request_id.rb
ActionDispatch::RequestId,external_request_id,25,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/request_id.rb
Object,presence,37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/core_ext/object/blank.rb
Object,present?,19,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/core_ext/object/blank.rb
NilClass,blank?,46,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/core_ext/object/blank.rb
ActionDispatch::RequestId,internal_request_id,31,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/request_id.rb
#<Class:SecureRandom>,uuid,241,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/securerandom.rb
#<Class:SecureRandom>,random_bytes,50,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/securerandom.rb
Rails::Rack::Logger,call,16,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
ActionDispatch::Request,initialize,45,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/request.rb
ActionDispatch::Http::URL,initialize,142,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/url.rb
ActionDispatch::Http::FilterParameters,initialize,28,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/filter_parameters.rb
ActionDispatch::Http::Parameters,initialize,7,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/parameters.rb
Rack::Request,initialize,20,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rails::Rack::Logger,logger,81,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
Rails::Rack::Logger,logger,81,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
Rails::Rack::Logger,compute_tags,57,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
ActiveSupport::TaggedLogging,tagged,67,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
ActiveSupport::TaggedLogging::Formatter,tagged,24,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
ActiveSupport::TaggedLogging::Formatter,push_tags,31,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
ActiveSupport::TaggedLogging::Formatter,current_tags,45,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
Rails::Rack::Logger,call_app,28,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
Rails::Rack::Logger,development?,77,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
#<Class:Rails>,env,55,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails.rb
ActiveSupport::StringInquirer,method_missing,18,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/string_inquirer.rb
#<Class:ActiveSupport::Notifications>,instrumenter,180,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/notifications.rb
#<Class:ActiveSupport::Notifications::InstrumentationRegistry>,instrumenter_for,181,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/notifications.rb
ActiveSupport::PerThreadRegistry,per_thread_registry_instance,48,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/per_thread_registry.rb
ActiveSupport::Notifications::InstrumentationRegistry,instrumenter_for,200,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/notifications.rb
ActiveSupport::Notifications::Instrumenter,start,30,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/notifications/instrumenter.rb
ActiveSupport::Notifications::Fanout,start,35,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/notifications/fanout.rb
ActiveSupport::Notifications::Fanout,listeners_for,47,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/notifications/fanout.rb
ThreadSafe::Cache,[],37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/cache.rb
ThreadSafe::NonConcurrentCacheBackend,[],9,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/non_concurrent_cache_backend.rb
Rails::Rack::Logger,logger,81,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
Rails::Rack::Logger,started_request_message,49,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/railties-4.0.4/lib/rails/rack/logger.rb
ActionDispatch::Request,request_method,91,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/request.rb
ActionDispatch::Request,check_method,326,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/request.rb
ActionDispatch::Http::FilterParameters,filtered_path,46,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/filter_parameters.rb
Rack::Request,query_string,28,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,path,323,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,script_name,25,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,path_info,26,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
ActionDispatch::Request,ip,199,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/http/request.rb
Rack::Request,ip,346,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,split_ip_addresses,364,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,reject_trusted_ip_addresses,368,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,trusted_proxy?,342,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,split_ip_addresses,364,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Rack::Request,reject_trusted_ip_addresses,368,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/rack-1.5.2/lib/rack/request.rb
Logger,info,433,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
#<Module:0x007fcce0880608>,add,434,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger,add,364,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger,format_severity,486,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger,format_message,490,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
ActiveSupport::TaggedLogging::Formatter,call,20,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
ActiveSupport::TaggedLogging::Formatter,tags_text,50,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
ActiveSupport::TaggedLogging::Formatter,current_tags,45,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
Logger::Formatter,call,505,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger::Formatter,format_datetime,512,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger::Formatter,msg2str,520,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger::LogDevice,write,557,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
MonitorMixin,mon_synchronize,208,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_enter,183,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_exit,194,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_check_owner,244,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
Logger,add,364,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger,format_severity,486,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger,format_message,490,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
ActiveSupport::TaggedLogging::Formatter,call,20,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
ActiveSupport::TaggedLogging::Formatter,tags_text,50,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
ActiveSupport::TaggedLogging::Formatter,current_tags,45,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/tagged_logging.rb
Logger::Formatter,call,505,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger::Formatter,format_datetime,512,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger::Formatter,msg2str,520,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
Logger::LogDevice,write,557,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/logger.rb
MonitorMixin,mon_synchronize,208,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_enter,183,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_exit,194,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
MonitorMixin,mon_check_owner,244,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/2.1.0/monitor.rb
ActionDispatch::ShowExceptions,call,29,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/show_exceptions.rb
ActionDispatch::DebugExceptions,call,16,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/debug_exceptions.rb
ActionDispatch::RemoteIp,call,74,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/remote_ip.rb
ActionDispatch::RemoteIp::GetIp,initialize,109,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/remote_ip.rb
ActionDispatch::Callbacks,call,25,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/actionpack-4.0.4/lib/action_dispatch/middleware/callbacks.rb
ActiveSupport::Callbacks,run_callbacks,78,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ActiveSupport::Callbacks::ClassMethods,__define_callbacks,366,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ActiveSupport::Callbacks::ClassMethods,__callback_runner_name,391,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ActiveSupport::Callbacks::ClassMethods,__callback_runner_name_cache,383,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ThreadSafe::Cache,[],37,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/cache.rb
ThreadSafe::NonConcurrentCacheBackend,[],9,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/thread_safe-0.3.1/lib/thread_safe/non_concurrent_cache_backend.rb
ActionDispatch::Callbacks,_run__3248972026458785037__call__callbacks,371,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/callbacks.rb
ActiveRecord::ConnectionAdapters::ConnectionManagement,call,623,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_adapters/abstract/connection_pool.rb
ActiveRecord::QueryCache,call,31,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/query_cache.rb
ActiveRecord::ConnectionHandling,connection,52,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_handling.rb
ActiveRecord::ConnectionHandling,retrieve_connection,78,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/connection_handling.rb
#<Class:ActiveRecord::Base>,connection_handler,82,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/core.rb
#<Class:ActiveRecord::RuntimeRegistry>,connection_handler,83,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/core.rb
ActiveSupport::PerThreadRegistry,per_thread_registry_instance,48,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activesupport-4.0.4/lib/active_support/per_thread_registry.rb
#<Class:ActiveRecord::Base>,default_connection_handler,83,/Users/simeon/.rbenv/versions/2.1.1/lib/ruby/gems/2.1.0/gems/activerecord-4.0.4/lib/active_record/core.rb
